# V, U, I, B, M_V
-4.482705860935199382e+01 -4.488427570153022828e+01 -4.410901580737920824e+01 -4.563885441073769300e+01 -8.275058609351994221e+00
-4.482997879199329816e+01 -4.488740771542767050e+01 -4.411186387810587206e+01 -4.564185593027197285e+01 -8.277978791993298557e+00
-4.483349426145412053e+01 -4.489096030425274364e+01 -4.411530579185068035e+01 -4.564541549577599255e+01 -8.281494261454120931e+00
-4.483644132522098857e+01 -4.489411222372802257e+01 -4.411819239048276842e+01 -4.564843840812582698e+01 -8.284441325220988972e+00
-4.483973874541587179e+01 -4.489764732013484405e+01 -4.412140900665882981e+01 -4.565182702887082655e+01 -8.287738745415872188e+00
-4.484801390219959671e+01 -4.490645609563556917e+01 -4.412947465710976758e+01 -4.566031515768318627e+01 -8.296013902199597112e+00
-4.485193716126445906e+01 -4.491065907269197055e+01 -4.413330282450476716e+01 -4.566434576747747087e+01 -8.299937161264459462e+00
-4.485664703941088760e+01 -4.491570332579524205e+01 -4.413789898695973335e+01 -4.566918399507650150e+01 -8.304647039410887999e+00
-4.486330682296000560e+01 -4.492283327368241430e+01 -4.414439879555799706e+01 -4.567602429188128355e+01 -8.311306822960006002e+00
-4.490500526183085128e+01 -4.494569324135316180e+01 -4.418680040507255313e+01 -4.571398269770622846e+01 -8.353005261830851680e+00
-4.492182000233205486e+01 -4.496399361421867980e+01 -4.420320492669912227e+01 -4.573130727768759130e+01 -8.369820002332055253e+00
-4.498781589691900251e+01 -4.502979954212983671e+01 -4.425181449891865526e+01 -4.579192368683405334e+01 -8.435815896919002910e+00
-4.507425509482614956e+01 -4.512865729825400507e+01 -4.435220069753371774e+01 -4.588797250750992163e+01 -8.522255094826149957e+00
-4.531939934126421576e+01 -4.522056688570779670e+01 -4.460558457747488603e+01 -4.610708236698443585e+01 -8.767399341264216162e+00
-4.549660311192191386e+01 -4.485042407204453951e+01 -4.499129271539673169e+01 -4.606150396371947409e+01 -8.944603111921914262e+00
-4.509217539824173571e+01 -4.370758285537619514e+01 -4.556062297319424204e+01 -4.505660750190968855e+01 -8.540175398241736104e+00
-4.534460072728531799e+01 -4.373793228950182765e+01 -4.586209323298572116e+01 -4.519349229444881644e+01 -8.792600727285318385e+00
-4.523126713357135031e+01 -4.371220597179164713e+01 -4.572630340177984465e+01 -4.512186374671185263e+01 -8.679267133571350712e+00
